Manufacturer,Model,Description,AorM,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Euro standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],Date of change,Fuel Cost 12000 Miles,Tax band,Standard 12 months,Standard 6 Months,1st year 12 months,1st year 6 months,,,
CHRYSLER JEEP,Jeep Compass MY2012,2.2 CRD 4x2 134bhp,Manual,M6,2143,Diesel,7.4,5.4,6.1,38.2,52.3,46.3,161,5,74.0,252,,136,170,0.4,,"£1,732.00",G,£170.00,£93.50,£170.00,£93.50,,,
CHRYSLER JEEP,Jeep Compass MY2012,2.2 CRD 4x4 160bhp,Manual,M6,2143,Diesel,7.9,5.9,6.6,35.8,47.9,42.8,172,5,74.0,252,,136,170,0.4,,"£1,873.63",H,£195.00,£107.25,£275.00,NA,,,
CHRYSLER JEEP,Jeep Compass MY2012,2.4 4x4,Automatic,CVT,2359,Petrol,11.3,7.0,8.6,25.0,40.4,32.8,199,5,74.0,491,43,98,,,,"£2,311.81",J,£250.00,£137.50,£460.00,NA,,,
CHRYSLER JEEP,Jeep Grand Cherokee (WK) MY 2011,5.7,Automatic,A5,5654,Petrol,21.1,10.0,14.1,17.7,32.1,24.8,327,5,83.0,432,39,16,,,,"£3,057.55",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Grand Cherokee (WK) MY 2011,3.0 CRD,Automatic,A5,2987,Diesel,10.3,7.2,8.3,27.4,39.2,34.0,218,5,70.0,341,,164,195,1.0,,"£2,358.57",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Grand Cherokee MY2012,3.0 CRD high output,Automatic,A5,2987,Diesel,10.3,7.2,8.3,27.4,39.2,34.0,218,5,70.0,341,,164,195,1.0,,"£2,358.57",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Grand Cherokee MY2012,3.0 CRD low output,Automatic,A5,2987,Diesel,10.3,7.2,8.3,27.4,39.2,34.0,218,5,70.0,341,,164,195,1.0,,"£2,358.57",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Grand Cherokee MY2012,6.4 SRT 8 ,Automatic,A5,6417,Petrol,20.9,10.1,14.1,13.5,28.0,20.0,328,5,75.0,778,50,20,,,,"£3,791.36",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Patriot MY 2011,2.4,Automatic,CVT,2359,Petrol,11.4,7.2,8.7,24.8,39.2,32.5,202,5,74.0,491,43,9,,,,"£2,333.15",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Patriot MY 2011,2.2 CRD,Manual,M6,2143,Diesel,7.9,5.9,6.6,35.8,47.9,42.8,172,5,76.0,251,,136,170,0.0,,"£1,873.63",H,£195.00,£107.25,£275.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,2.8 CRD 3.21 axle ratio,Manual,M6,2776,Diesel,8.3,6.5,7.1,34.0,43.5,39.8,187,5,76.0,109,,135,160,0.0,,"£2,014.86",J,£250.00,£137.50,£460.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,2.8 CRD 3.21 axle ratio,Automatic,A5,2776,Diesel,9.7,7.1,8.1,29.1,39.8,34.9,213,5,74.0,48,,132,149,0.0,,"£2,297.75",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,3.8 3.73 axle ratio,Automatic,A4,3778,Petrol,16.9,9.0,11.9,16.7,31.4,23.7,276,5,71.0,548,33,7,,,,"£3,199.46",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,3.8 4.1 axle ratio,Automatic,A4,3778,Petrol,17.3,9.0,12.1,16.3,31.4,23.3,280,5,71.0,548,33,7,,,,"£3,254.39",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK72) MY 2011,3.8 4.1 axle ratio,Manual,M6,3778,Petrol,17.3,9.2,12.2,16.3,30.7,23.2,283,5,74.0,705,25,39,,,,"£3,268.42",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,2.8 CRD 3.73 axle ratio,Automatic,A5,2776,Diesel,10.3,7.9,8.8,27.4,35.8,32.8,230,5,74.0,48,,132,149,0.0,,"£2,444.86",L,£460.00,£253.00,£815.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,3.8 3.73 axle ratio,Automatic,A4,3778,Petrol,17.3,9.3,12.3,16.3,30.4,23.0,285,5,71.0,548,33,7,,,,"£3,296.84",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,3.8 4.1 axle ratio,Manual,M6,3778,Petrol,17.4,9.5,12.4,16.2,29.7,22.8,267,5,74.0,705,25,39,,,,"£3,325.76",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler (JK74) MY 2011,3.8 4.1 axle ratio,Automatic,A4,3778,Petrol,17.5,9.4,12.4,16.1,30.1,22.8,288,5,71.0,548,33,29,,,,"£3,325.76",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,2.8 CRD 3.21 axle ratio 2 door,Automatic,A5,2776,Diesel,9.7,7.1,8.1,29.1,39.8,34.9,213,5,74.0,48,,132,149,0.4,,"£2,297.75",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,2.8 CRD 3.21 axle ratio 4 door,Automatic,A5,2776,Diesel,10.0,7.3,8.3,28.2,38.7,34.0,217,5,74.0,484,,132,149,0.4,,"£2,358.57",K,£270.00,£148.50,£600.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,2.8 CRD 3.73 axle ratio 2 door ,Automatic,A5,2776,Diesel,10.2,7.7,8.6,27.7,36.7,32.8,227,5,74.0,484,,132,149,0.4,,"£2,444.86",L,£460.00,£253.00,£815.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,2.8 CRD 3.73 axle ratio 4 door,Automatic,A5,2776,Diesel,10.3,7.9,8.8,27.4,35.8,32.1,230,5,74.0,484,,132,149,0.4,,"£2,498.18",L,£460.00,£253.00,£815.00,NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,3.6 3.73 axle ratio 2 door,Automatic,A5,3604,Petrol,15.6,8.8,11.3,18.1,32.1,25.0,263,5,72.0,417,30,11,,,,"£3,033.09",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,3.6 3.73 axle ratio 4 door,Automatic,A5,3604,Petrol,16.1,9.2,11.7,17.5,30.7,24.1,273,5,72.0,417,30,11,,,,"£3,146.36",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,3.6 4.1 axle ratio 2 door,Manual,M6,3604,Petrol,16.0,8.8,11.4,17.7,32.1,24.8,266,5,76.0,654,25,3,,,,"£3,057.55",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,3.6 4.1 axle ratio 2 door,Automatic,A5,3604,Petrol,15.8,9.2,11.6,17.9,30.7,24.4,270,5,72.0,417,30,11,,,,"£3,107.68",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,3.6 4.1 axle ratio 4 door,Manual,M6,3604,Petrol,16.6,9.1,11.8,17.0,31.0,23.9,275,5,76.0,654,25,21,,,,"£3,172.69",M,£475.00,£261.25,"£1,030.00",NA,,,
CHRYSLER JEEP,Jeep Wrangler MY 2012,3.6 4.1 axle ratio 4 door ,Automatic,A5,3604,Petrol,16.0,9.5,11.9,17.7,29.7,23.7,273,5,72.0,417,30,11,,,,"£3,199.46",M,£475.00,£261.25,"£1,030.00",NA,,,
CITROEN,Berlingo Multispace,e-HDi 90 Airdream EGS6,Automatic,AMT6,1560,Diesel,5.1,4.5,4.8,55.4,62.8,58.9,125,5,69.4,255,,158,195,0.6,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,Berlingo Multispace,e-HDi 90 Airdream EGS6 (April 2012 onwards),Automatic,AMT6,1560,Diesel,5.1,4.5,4.8,55.4,62.8,58.9,125,5,69.4,255,,158,195,0.6,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,Berlingo Multispace,HDi 110,Manual,M5,1560,Diesel,6.1,4.9,5.3,46.3,57.6,53.3,139,5,73.6,212,,144,186,1.1,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,Berlingo Multispace,HDi 115 (April 2012 onwards),Manual,M5,1560,Diesel,6.1,4.9,5.3,46.3,57.6,53.3,139,5,73.6,212,,144,186,1.1,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,Berlingo Multispace,HDi 75,Manual,M5,1560,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,139,5,74.5,275,,167,221,0.8,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,Berlingo Multispace,HDi 75 (April 2012 onwards),Manual,M5,1560,Diesel,6.1,4.6,5.2,46.3,61.4,54.3,135,5,74.5,275,,167,221,0.8,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,Berlingo Multispace,HDi 90,Manual,M5,1560,Diesel,6.2,4.8,5.3,45.6,58.9,53.3,139,5,74.5,270,,167,224,0.6,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,Berlingo Multispace,HDi 90 (April 2012 onwards),Manual,M5,1560,Diesel,6.1,4.6,5.2,46.3,61.4,54.3,135,5,74.5,270,,167,224,0.6,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,Berlingo Multispace,VTi 95,Manual,M5,1598,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,164,5,73.5,401,54,31,,,,"£1,905.21",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,Berlingo Multispace,VTi 95 (April 2012 onwards),Manual,M5,1598,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,164,5,73.5,401,54,31,,,,"£1,905.21",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C1,1.0i 68 3 door,Manual,M5,998,Petrol,5.4,4.0,4.5,52.3,70.6,62.8,103,5,70.0,287,31,32,,,,"£1,207.44",B,£20.00,NA,£0.00,NA,,,
CITROEN,C1,1.0i 68 5 door,Manual,M5,998,Petrol,5.4,4.0,4.5,52.3,70.6,62.8,103,5,70.0,287,31,32,,,,"£1,207.44",B,£20.00,NA,£0.00,NA,,,
CITROEN,C1,1.0i 68 EGS 5 door,Automatic,AMT5,998,Petrol,5.5,4.1,4.6,51.4,68.9,61.4,106,5,71.0,340,39,19,,,,"£1,234.97",B,£20.00,NA,£0.00,NA,,,
CITROEN,C1 April 2012 onwards,1.0i 68 3 door,Manual,M5,998,Petrol,5.1,3.8,4.3,55.4,74.3,65.7,99,5,71.0,419,35,6,,,,"£1,154.14",A,£0.00,NA,£0.00,NA,,,
CITROEN,C1 April 2012 onwards,1.0i 68 5 door,Manual,M5,998,Petrol,5.1,3.8,4.3,55.4,74.3,65.7,99,5,71.0,419,35,6,,,,"£1,154.14",A,£0.00,NA,£0.00,NA,,,
CITROEN,C1 April 2012 onwards,1.0i 68 EGS 5 door,Automatic,AMT5,998,Petrol,5.4,4.0,4.5,52.3,70.6,62.8,104,5,69.0,442,31,6,,,,"£1,207.44",B,£20.00,NA,£0.00,NA,,,
CITROEN,C3,1.1i 61,Manual,M5,1124,Petrol,8.0,4.9,6.0,35.3,57.6,47.1,139,5,73.9,447,71,15,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3,1.1i 61 (April 2012 onwards),Manual,M5,1124,Petrol,7.9,4.9,5.9,35.8,57.6,47.9,137,5,73.9,447,71,15,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3,1.4i 75,Manual,M5,1360,Petrol,8.0,4.9,6.0,35.3,57.6,47.1,139,5,73.8,412,59,35,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3,1.4i 75 VTR+ (pre April 2012),Manual,M5,1360,Petrol,8.3,5.0,6.3,34.0,56.5,44.8,145,5,73.8,412,59,35,,,,"£1,692.57",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,C3,e-HDi 110 Airdream,Manual,M6,1560,Diesel,4.6,3.4,3.8,61.4,83.1,74.3,99,5,72.6,344,,135,176,0.7,,"£1,079.29",A,£0.00,NA,£0.00,NA,,,
CITROEN,C3,e-HDi 70 Airdream EGS,Automatic,AMT5,1398,Diesel,3.6,3.2,3.4,78.5,88.3,83.1,87,5,72.5,193,,155,187,0.8,,£965.00,A,£0.00,NA,£0.00,NA,,,
CITROEN,C3,e-HDi 90 Airdream,Manual,M5,1560,Diesel,4.4,3.3,3.7,64.2,85.6,76.3,98,5,71.4,351,,144,213,0.5,,"£1,051.00",A,£0.00,NA,£0.00,NA,,,
CITROEN,C3,HDi 70 VT,Manual,M5,1398,Diesel,4.5,3.4,3.8,62.8,83.1,74.3,99,5,73.5,281,,131,191,2.0,,"£1,079.29",A,£0.00,NA,£0.00,NA,,,
CITROEN,C3,HDi 70 VTR+,Manual,M5,1398,Diesel,4.6,3.5,3.9,61.4,80.7,72.4,101,5,73.5,281,,131,191,1.8,,"£1,107.62",B,£20.00,NA,£0.00,NA,,,
CITROEN,C3,VTi 120,Manual,M5,1598,Petrol,7.9,4.8,5.9,35.8,58.9,47.9,136,5,73.5,242,45,49,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3,VTi 120 Automatic,Automatic,A4,1598,Petrol,9.4,5.0,6.6,30.1,56.5,42.8,153,5,72.4,336,49,26,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C3,VTi 95,Manual,M5,1397,Petrol,7.7,4.9,5.9,36.7,57.6,47.9,136,5,73.3,305,55,32,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3,VTi 95 (April 2012 onwards),Manual,M5,1397,Petrol,7.6,4.8,5.8,37.2,58.9,48.7,134,5,73.3,305,56,32,,,,"£1,557.03",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3,VTi 95 EGS,Automatic,AMT5,1397,Petrol,7.5,4.5,5.6,37.7,62.8,50.4,129,5,71.0,327,68,19,,,,"£1,504.51",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C3,VTi 95 EGS (April 2012 onwards),Automatic,AMT5,1397,Petrol,7.4,4.4,5.5,38.2,64.2,51.4,127,5,71.0,327,68,19,,,,"£1,475.24",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C3 Picasso,HDi 110,Manual,M6,1560,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,125,5,73.4,213,,162,200,2.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C3 Picasso,HDi 90,Manual,M5,1560,Diesel,5.5,4.0,4.6,51.4,70.6,61.4,119,5,73.4,357,,168,221,0.8,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
CITROEN,C3 Picasso,VTi 120,Manual,M5,1598,Petrol,9.0,4.9,6.4,31.4,57.6,44.1,149,5,73.2,306,45,17,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,C3 Picasso,VTi 120 EGS6,Automatic,AMT6,1560,Petrol,8.0,4.8,6.0,35.3,58.9,47.1,137,5,73.9,576,65,15,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C3 Picasso,VTi 95,Manual,M5,1397,Petrol,8.4,5.1,6.3,33.6,55.4,44.8,145,5,73.9,248,63,30,,,,"£1,692.57",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,C4,e-HDi 110 Airdream EGS6,Automatic,AMT6,1560,Diesel,4.2,3.5,3.8,67.3,80.7,74.3,98,5,71.8,281,,135,175,0.6,,"£1,079.29",A,£0.00,NA,£0.00,NA,,,
CITROEN,C4,e-HDi 110 Airdream EGS6 Exclusive,Automatic,AMT6,1560,Diesel,4.9,3.8,4.2,57.6,74.3,67.3,109,5,71.8,281,,135,175,0.6,,"£1,191.55",B,£20.00,NA,£0.00,NA,,,
CITROEN,C4,HDi 110,Manual,M6,1560,Diesel,5.8,3.9,4.6,48.7,72.4,61.4,119,5,74.8,261,,126,173,0.8,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
CITROEN,C4,HDi 110 Exclusive,Manual,M6,1560,Diesel,5.9,4.0,4.7,47.9,70.6,60.1,122,5,74.8,261,,126,173,0.8,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C4,HDi 150,Manual,M6,1997,Diesel,6.6,4.1,5.0,42.8,68.9,56.5,130,5,74.5,328,,112,141,0.4,,"£1,419.32",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C4,HDi 90,Manual,M5,1560,Diesel,5.2,3.6,4.2,54.3,78.5,67.3,110,5,74.4,317,,158,216,0.5,,"£1,191.55",B,£20.00,NA,£0.00,NA,,,
CITROEN,C4,THP 155 EGS6,Automatic,AMT6,1598,Petrol,8.6,5.1,6.4,32.8,55.4,44.1,148,5,72.7,524,71,20,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,C4,VTi 120,Manual,M5,1598,Petrol,8.8,4.7,6.2,32.1,60.1,45.6,143,5,74.0,243,44,32,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,C4,VTi 120 Automatic,Automatic,A4,1598,Petrol,10.0,5.1,6.9,28.2,55.4,40.9,159,5,72.4,486,64,27,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C4,VTi 120 Exclusive,Manual,M5,1598,Petrol,8.9,4.8,6.3,31.7,58.9,44.8,146,5,74.0,243,44,32,,,,"£1,692.57",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,C4,VTi 95,Manual,M5,1397,Petrol,8.2,4.9,6.1,34.4,57.6,46.3,140,5,73.6,225,43,34,,,,"£1,637.74",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C4 Picasso,e-HDi 110 Airdream EGS6,Automatic,AMT6,1560,Diesel,5.1,4.5,4.8,55.4,62.8,58.9,125,5,72.5,238,,151,187,1.1,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C4 Picasso,e-HDi 110 Airdream EGS6 Exclusive,Automatic,AMT6,1560,Diesel,5.3,4.7,5.0,53.3,60.1,56.5,130,5,72.5,238,,151,187,1.1,,"£1,419.32",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C4 Picasso,HDi 110,Manual,M6,1560,Diesel,6.1,4.5,5.1,46.3,62.8,55.4,132,5,71.0,323,,144,199,0.6,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C4 Picasso,HDi 150,Manual,M6,1997,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,139,5,72.6,280,,135,163,2.5,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C4 Picasso,HDi 150 EGS6,Automatic,AMT6,1997,Diesel,6.6,4.5,5.3,42.8,62.8,53.3,137,5,71.1,311,,167,188,1.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C4 Picasso,HDi 150 Exclusive,Manual,M6,1997,Diesel,6.8,4.8,5.4,41.5,58.9,52.3,140,5,72.6,280,,135,163,2.5,,"£1,533.30",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C4 Picasso,THP 155 EGS6,Automatic,AMT6,1598,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,159,5,71.3,459,46,30,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C4 Picasso,VTi 120,Manual,M5,1598,Petrol,9.3,5.4,6.9,30.4,52.3,40.9,159,5,73.8,525,26,23,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C5 Saloon,e-HDi 110 Airdream EGS6,Automatic,AMT6,1560,Diesel,5.2,4.1,4.5,54.3,68.9,62.8,117,5,70.3,218,,149,181,0.6,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
CITROEN,C5 Saloon,HDi 110,Manual,M5,1560,Diesel,6.0,4.4,5.0,47.1,64.2,56.5,129,5,70.9,266,,142,181,0.5,,"£1,419.32",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C5 Saloon,HDi 160,Manual,M6,1997,Diesel,6.4,4.1,4.9,44.1,68.9,57.6,129,5,72.7,314,,157,189,0.8,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C5 Saloon,HDi 160 Automatic,Automatic,A6,1997,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,163,5,71.1,213,,139,157,2.5,,"£1,758.58",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C5 Saloon,THP 155,Manual,M6,1598,Petrol,9.3,5.1,6.7,30.4,55.4,42.2,153,5,71.4,931,36,44,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C5 Saloon,V6 HDi 240,Automatic,A6,2992,Diesel,9.9,5.7,7.2,28.5,49.6,39.2,189,5,70.7,222,,129,159,0.2,,"£2,045.70",J,£250.00,£137.50,£460.00,NA,,,
CITROEN,C5 Tourer,e-HDi 110 Airdream EGS6,Automatic,AMT6,1560,Diesel,5.2,4.1,4.5,54.3,68.9,62.8,117,5,70.3,218,,149,181,0.6,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
CITROEN,C5 Tourer,HDi 110,Manual,M5,1560,Diesel,6.0,4.4,5.0,47.1,64.2,56.5,129,5,70.9,266,,142,181,0.5,,"£1,419.32",D,£100.00,£55.00,£0.00,NA,,,
CITROEN,C5 Tourer,HDi 160,Manual,M6,1997,Diesel,6.6,4.3,5.1,42.8,65.7,55.4,133,5,72.7,314,,157,189,0.8,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,C5 Tourer,HDi 160 Automatic,Automatic,A6,1997,Diesel,8.2,5.1,6.2,34.4,55.4,45.6,163,5,71.1,213,,139,157,2.5,,"£1,758.58",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,C5 Tourer,V6 HDi 240,Automatic,A6,2992,Diesel,9.9,5.7,7.2,28.5,49.6,39.2,189,5,70.7,222,,129,159,0.2,,"£2,045.70",J,£250.00,£137.50,£460.00,NA,,,
CITROEN,C6,V6 HDi 240,Automatic,A6,2992,Diesel,10.0,5.8,7.3,28.2,48.7,38.7,190,5,72.8,423,,155,203,0.2,,"£2,072.13",J,£250.00,£137.50,£460.00,NA,,,
CITROEN,C-Crosser,HDi 160,Manual,M6,2179,Diesel,8.6,5.6,6.7,32.8,50.4,42.2,175,5,74.9,340,,119,153,1.7,,"£1,900.27",H,£195.00,£107.25,£275.00,NA,,,
CITROEN,C-Crosser,HDi 160 DCS,Automatic,AMT6,2179,Diesel,8.8,5.8,6.9,32.1,48.7,40.9,180,5,71.8,284,,172,195,1.0,,"£1,960.67",I,£215.00,£118.25,£325.00,NA,,,
CITROEN,Dispatch Combi,HDi 125,Manual,M6,1997,Diesel,8.2,6.3,7.0,34.4,44.8,40.4,183,5,73.1,351,,188,230,1.0,,"£1,984.94",I,£215.00,£118.25,£325.00,NA,,,
CITROEN,Dispatch Combi,HDi 125 (April 2012 onwards),Manual,M6,1997,Diesel,7.6,6.0,6.6,37.2,47.1,42.8,172,5,73.6,336,,181,213,1.5,,"£1,873.63",H,£195.00,£107.25,£275.00,NA,,,
CITROEN,Dispatch Combi,HDi 160,Manual,M6,1997,Diesel,8.2,6.3,7.0,34.4,44.8,40.4,183,5,75.0,519,,236,286,1.1,,"£1,984.94",I,£215.00,£118.25,£325.00,NA,,,
CITROEN,Dispatch Combi,HDi 160 (April 2012 onwards),Manual,M6,1997,Diesel,7.6,6.0,6.6,37.2,47.1,42.8,172,5,73.3,336,,181,213,1.5,,"£1,873.63",H,£195.00,£107.25,£275.00,NA,,,
CITROEN,Dispatch Combi,HDi 95,Manual,M6,1997,Diesel,8.2,6.3,7.0,34.4,44.8,40.4,183,5,73.1,351,,188,230,1.0,,"£1,984.94",I,£215.00,£118.25,£325.00,NA,,,
CITROEN,Dispatch Combi,HDi 95 (April 2012 onwards),Manual,M6,1997,Diesel,8.1,6.1,6.8,34.9,46.3,41.5,179,5,73.1,312,,207,240,1.5,,"£1,932.32",I,£215.00,£118.25,£325.00,NA,,,
CITROEN,DS3,e-HDi 110 Airdream,Manual,M6,1560,Diesel,4.6,3.4,3.8,61.4,83.1,74.3,99,5,73.7,344,,135,176,0.7,,"£1,079.29",A,£0.00,NA,£0.00,NA,,,
CITROEN,DS3,e-HDi 90 Airdream,Manual,M5,1560,Diesel,4.4,3.3,3.7,64.2,85.6,76.3,98,5,71.4,351,,144,213,0.5,,"£1,051.00",A,£0.00,NA,£0.00,NA,,,
CITROEN,DS3,e-HDi 90 Airdream DStyle 95g,Manual,M5,1560,Diesel,4.3,3.2,3.6,65.7,88.3,78.5,95,5,71.4,351,,144,213,0.5,,"£1,021.55",A,£0.00,NA,£0.00,NA,,,
CITROEN,DS3,HDi 110,Manual,M6,1560,Diesel,5.4,3.5,4.2,52.3,80.7,67.3,109,5,72.9,293,,132,184,1.5,,"£1,191.55",B,£20.00,NA,£0.00,NA,,,
CITROEN,DS3,THP 150,Manual,M6,1598,Petrol,9.4,5.1,6.7,30.1,55.4,42.2,155,5,70.8,256,20,18,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,DS3,THP 155,Manual,M6,1598,Petrol,8.2,4.7,6.0,34.4,60.1,47.1,139,5,70.4,403,24,13,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,DS3,THP 207,Manual,M6,1598,Petrol,8.7,4.9,6.4,32.5,57.6,44.1,149,5,72.0,119,24,25,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
CITROEN,DS3,VTi 120,Manual,M5,1598,Petrol,8.0,4.9,6.0,35.3,57.6,47.1,138,5,73.5,242,45,49,,,,"£1,609.92",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,DS3,VTi 120 Automatic,Automatic,A4,1598,Petrol,9.4,5.0,6.6,30.1,56.5,42.8,153,5,72.4,336,49,26,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
CITROEN,DS3,VTi 120 Dsign,Manual,M5,1598,Petrol,7.9,4.8,5.9,35.8,58.9,47.9,136,5,73.5,242,45,49,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,DS3,VTi 95,Manual,M5,1397,Petrol,7.6,4.8,5.8,37.2,58.9,48.7,134,5,72.3,305,56,32,,,,"£1,557.03",E,£120.00,£66.00,£120.00,£66.00,,,
CITROEN,DS4,e-HDi 110 Airdream EGS6,Automatic,AMT6,1560,Diesel,4.8,4.1,4.4,58.9,68.9,64.2,114,5,70.2,223,,142,179,0.4,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
